Murcko Scaffold,count
O=C(Nc1ccc(Nc2ncnc3ccccc23)cc1)c1ccccc1,1
O=C(Nc1ccccc1)C1C(c2ccccc2)C12CCCC2,1
c1cncc(-c2cc3ncsc3nc2NC2CCOC2)c1,1
c1nc(NC2CCCCC2)nc2[nH]nc(N3CCNCC3)c12,1
c1cc(Nc2cc(C3CC3)[nH]n2)nc(NCc2ccc3[nH]ccc3n2)n1,1
O=C(C1CNCC1c1ccccc1)N1CCC(C2CC2)CC1,1
O=C(c1cc(C2CCCN2c2ccccc2)c2oc(N3CCOCC3)cc(=O)c2c1)N1CC1,1
O=C(Nc1cc2ccc(OC3CCCCO3)cc2oc1=O)c1cccc(CN2CCNCC2)c1,1
O=c1nc[nH]c2scc(-c3ccc(OCCN4CCCCC4)cc3)c12,1
c1cnc(-n2cc(CN3CCC4(CC3)OCc3ccccc34)cn2)nc1,1
O=C(NCCn1ccnc1)c1ccccc1,1
c1ccc(CCC2COC2)cc1,1
O=C(Cn1c(=O)[nH]c2nc(N3CCCCC3)[nH]c2c1=O)c1ccccc1,1
c1cnc2c(N3CCN(CCCc4ccc(OCCCN5CCCCCC5)cc4)CC3)cccc2c1,1
O=C(c1ccccc1-n1nccn1)N1CCCOC1Cn1cc(-c2ccccn2)cn1,1
O=S(=O)(c1ccccc1)N1CCCN(Cc2ccccc2)CC1,1
c1nc2c(-c3ccc(OCCN4CCCCC4)cc3)cncc2[nH]1,1
c1cn2cnc(-c3ccc(OCCN4CCCCC4)cc3)c2cn1,1
O=c1nc[nH]c2c(-c3ccc(OCCN4CCCCC4)cc3)csc12,1
c1cc2ncc(-c3ccc(OCCN4CC5CC5C4)cc3)cn2n1,1
O=C(NCCCNc1ccncc1)c1cc2cc(-c3c[nH]cn3)ccn2n1,1
O=S(=O)(Nc1ccncn1)c1ccc2c(c1)OCCC2N1CCCCC1c1ccccc1,1
O=C1CC=NN1c1ccc(OCCCOc2no[nH+]c2S(=O)(=O)c2ccccc2)cc1,1
c1ccc(CC2CCN2C2CCN(c3ncn[nH]3)CC2)cc1,1
O=c1[nH]ccc2c(-c3ccc(OCCN4CCCCC4)cc3)cncc12,1
O=c1[nH]ncc2c(-c3ccc(OCCN4CCCCC4)cc3)cnn12,1
O=c1[nH]cc(-c2ccc(OCCN3CCCCC3)cc2)c2ncccc12,1
c1cc2cncc(-c3ccc(OCCN4CCCCC4)cc3)c2o1,1
c1nc2cncc(-c3ccc(OCCN4CCCCC4)cc3)c2o1,1
c1cc(-c2cncc3n[nH]cc23)ccc1OCCN1CCCCC1,1
c1cc2[nH]ccc2c(-c2ccc(OCCN3CCCCC3)cc2)n1,1
c1cnc2c(-c3ccc(OCCN4CCCCC4)cc3)n[nH]c2c1,1
O=C(c1ccncc1)N1CCC2(CCN(Cc3cccc4c3OCC=C4)CC2)CC1,1
O=c1cc(-c2ccc(OCCN3CCCCC3)nn2)cc[nH]1,1
O=c1cc(-c2ccn(CCCN3CCCCC3)n2)cc[nH]1,1
O=c1cc2[nH]c3cc(OCCN4CCCCC4)ccc3c2c[nH]1,1
O=c1[nH]ccn2c1nc1cc(OCCN3CCCCC3)ccc12,1
O=c1[nH]ccn2c1nc1ccc(OCCN3CCCCC3)cc12,1
O=c1[nH]cccc1Nc1cccc(OCCN2CCCCC2)c1,1
O=c1cc(-c2ccc3[nH]c(CN4CCCCC4)cc3c2)nc[nH]1,1
c1cc(-c2cncs2)n[nH]1,1
O=C(Nc1cnccc1N1CCCCC1)c1cccc(-c2ccccc2)n1,1
O=C(C1=NOC2C(=O)N(c3ccccc3)C(=O)C12)c1cnn(-c2ccccc2)c1,1
c1ccc(-c2ccc(NC3CCNCC3)nn2)cc1,1
c1cc(-c2ccc(CC3CCNCC3)nn2)ccc1-c1cn[nH]c1,1
C(#Cc1ccc2c(c1)-c1ncc(C3CC3)n1C1CC2C1)Cc1ccon1,1
O=C(Nc1ccc2[nH]cc(Cc3ccc(C(=O)NS(=O)(=O)c4ccccc4)cc3)c2c1)NC1CCCCC1,1
c1ccc(CN2CCC3(CC2)COC3)cc1,1
O=C1c2ccccc2C(=O)N1CCCCCCCCCC[P+](Cc1ccccc1)(Cc1ccccc1)Cc1ccccc1,1
O=C(NCc1cccc(C(=O)Nc2cc3ccc(OC4CCCCO4)cc3oc2=O)c1)c1ccccc1,1
O=S(=O)(Nc1ncns1)c1ccc(Oc2ccc(-c3ccccc3)cc2-c2ccnc(CNCCC3CCNCC3)c2)cc1,1
O=C(NC(CCN1C2CCC1CC(n1cncn1)C2)c1ccccc1)C1CCCCC1,1
c1ccc2c(c1)CCN(CCCC1CCCc3ccccc31)C2,1
O=S(=O)(Nc1ncns1)c1ccc(Oc2ccccc2-c2ccncc2)cc1,1
O=S(=O)(Nc1ncns1)c1ccc(Oc2ccccc2-c2cccnn2)cc1,1
O=S1(=O)N=C(NCc2ccccc2)c2ccccc21,1
c1ccc(COc2ccc(N3CCNCC3)cc2)cc1,1
c1ccc(COc2ccc(N3CCNCC3)nn2)cc1,1
O=c1cc(N2CCOCC2)nc2c(CNc3ccccc3-c3nnn[nH]3)cccn12,1
O=C(c1cc(CNc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1)N1CCOCC1,1
C1=CNC(Nc2ncc3ccccc3n2)=NC1,1
c1cc(N2CCOCC2)cc(CSc2ncc[nH]2)n1,1
c1cncc(Oc2cncc(OCC3CCCN3)c2)c1,1
O=C(c1ccc(C(=O)N2CCN(c3ccc(OCCCN4CCCCC4)cc3)C(=O)C2)cc1)N1CCC1,1
O=C(c1ccccc1)N1CCC2(CC1)CCN(C(=O)N1CCCN(C3CCC3)CC1)C2,1
O=C1CNC(=O)C(Cc2ccccc2)NC(=O)C(CSC(c2ccccc2)(c2ccccc2)c2ccccc2)NC(=O)CNC(=O)C(CSC(c2ccccc2)(c2ccccc2)c2ccccc2)NC(=O)CN1,1
c1cc(C2CCC3(CC2)CCC2(OC3)C3CC4CC(C3)CC2C4)ccc1OCCN1CCOCC1,1
c1cc(C2CCC3(CC2)CC2(OO3)C3CC4CC(C3)CC2C4)ccc1OCCN1CCOCC1,1
O=C1c2cc3cc(OC4CCNCC4)ccc3n2CCN1Cc1ccccc1,1
c1ccc(C2=NC(c3cccnc3)(c3cccnc3)CN2)nc1,1
c1ccc(OC(c2ccccn2)C2CCNC2)cc1,1
O=c1cc(-c2ccc(SC3CCCCO3)cc2)cc[nH]1,1
O=C(Cc1ccc(-c2ccc3[nH]ccc3c2)cc1)OCc1ccccc1,1
O=C1CN(Cc2ccc(-c3ccccc3)cn2)C(=O)N1,1
c1cc(Nc2cc3c(cn2)ncn3C2CCCCC2)nc(N2CCCCC2)n1,1
c1ccc(CNc2nc3nccc(NC4CC4c4ccccc4)n3n2)cc1,1
c1cc(C2CCC3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)ccc1OCCN1CCOCC1,1
O=C1C2=CC3C(=O)C4OCC(C3CN3CCOCC3)C24Oc2cc3c(cc21)C=CCO3,1
O=S(=O)(c1cccc(CNc2nc3ncccc3[nH]2)c1)C1CCNCC1,1
c1cc2c3c(c1)C1CCCC1N3CCNC2,1
O=c1ncncn1C1CCCO1,1
O=C1Nc2ccccc2N(C(=O)CN2CCNCC2)c2ccccc21,1
O=C1c2ccc(-c3cncnc3)cc2CN1CC1CC1,1
O=C1CCN1Cc1ccc2c(c1)OCO2,1
O=C1CCCN(Cc2ccc3c(c2)OCO3)C1,1
c1ccc(Cn2ccc3c(OC4CCN(Cc5nccs5)CC4)ncnc32)cc1,1
O=C1CN(C(C(=O)N2CCOCC2)c2cccnc2)C(=O)C(C2Cc3ccccc3C2)N1,1
c1cnc2nc(N3CCN4CCC3CC4)oc2c1,1
O=C(NC1CCN(c2ccncc2)CC1)c1cn2cc(-c3ccccn3)ccc2n1,1
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(N3CCNCC3)ccn2n1,1
c1cc(-c2ccc(OCCN3CCCCC3)cc2)c2nnnn2c1,1
c1cc2c(-c3ccc(OCCN4CCCCC4)cc3)nccc2cn1,1
c1cc2nccnc2c(-c2ccc(OCCN3CCCCC3)cc2)n1,1
c1ccn2c(-c3ccc(OCCN4CCCCC4)cc3)nnc2c1,1
c1cc2c(-c3ccc(OCCN4CCCCC4)cc3)ncnn2c1,1
c1ccc(Cc2cnc3ncncc3c2)cc1,1
O=c1[nH]ccc2c1[nH]c1c(=O)n(CCN3CCCCC3)ccc12,1
O=c1[nH]ccc2c1[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,1
O=c1cc(-c2nccc(OCCN3CCCCC3)n2)cc[nH]1,1
O=c1cc(-c2cccc(OCCN3CCCCC3)n2)cc[nH]1,1
O=c1[nH]cccc1Nc1ccc(OCCN2CCCCC2)cc1,1
c1ccc(Cn2cc(-c3ccc4ncccc4c3)nn2)cc1,1
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(Oc3cc[nH]n3)ccn2n1,1
O=C(NC1CCN(c2ccncc2)CC1)c1cn2cc(-c3cscn3)ccc2n1,1
N=S1(=O)c2ccccc2C(=O)N1Cc1ccccc1,1
c1cc2c(cc1CN1CCCC3(COC3)C1)OCO2,1
O=C(CN1CCNCC1CN1CCOCC1)N1CCc2cc(=O)n(Cc3ccccc3)cc21,1
O=C1COC(=O)CNC(=O)COC(=O)CNC(=O)COC(=O)CNC(=O)COC(=O)CNC(=O)COC(=O)CNC(=O)COC(=O)CN1,1
c1ccc(-c2noc(CN3CCNCC3)n2)cc1,1
O=C(Nc1ccc(N2CCOCC2)cc1)c1cc2cc(-c3c[nH]cn3)ccn2n1,1
O=C(Nc1ccccc1)c1cc2cc(-c3c[nH]cn3)ccn2n1,1
O=C(c1cc2cc(-c3cc[nH]c(=O)c3)ccn2n1)N1CCCCC1,1
O=C(c1cn[nH]c1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,1
O=C(c1ccccc1-n1nccn1)N1COCCC1Cn1ccc(-c2ccccn2)n1,1
O=C1CNCCN1c1ccc(OCCCN2CCCCC2)cc1,1
O=C(Nc1ccn(Cc2ccccc2)n1)OC1CCOCC1,1
O=C(Nc1ccc2nc(NCCN3CCCCC3)ccc2c1)c1ccccc1,1
O=C1C=CC(=O)C2=C1CC1C3NC3CN21,1
O=c1c2c([nH]c3ccc(-c4ccc(Oc5ccccc5)cc4)cc13)CCSC2,1
O=C(NC1CCCCC1)c1noc(-c2ccccc2)c1CNCC1CCC1,1
c1ccc(Cn2cc(CN3CCOCC3)cc2-c2ccccc2)cc1,1
c1ccc(-c2nc(-c3cnc4c(c3)CCNC4)no2)cc1,1
c1ccc(CNc2nc3nccc(NCCc4cccs4)n3n2)cc1,1
C1=NNC(c2cocn2)C1,1
C1=NNC(C2CCOCC2)C1,1
C1=NNC(C2CCNCC2)C1,1
O=C(c1ccccc1)N1N=CCC1c1ccccc1,1
O=C(c1cc[nH]n1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,1
c1ccc(-n2ccc3ccccc32)nc1,1
O=C(OC1CC[NH2+]CC1)C(c1ccccc1)c1ccccc1,1
c1nc(NC2CCCCC2)c2c(C3CCOCC3)ccn2n1,1
O=C(NC1C2CC3CC(C2)CC1C3)c1cnc(N2CCOCC2)nc1C1CCC1,1
O=C(NC1C2CC3CC(C2)CC1C3)c1cnc(NC2CCS(=O)(=O)CC2)nc1OC1CCC1,1
O=C1CCC(Nc2ncc(C(=O)NC3C4CC5CC(C4)CC3C5)c(C3CCCC3)n2)CN1,1
O=C1NCc2n[nH]cc2-c2cncc(c2)OCc2ccccc21,1
O=C(C1CC1c1ccccc1)N1CCC(N2CCCC2)CC1,1
O=C1c2cc3c(n2CCN1c1cc(-c2c[nH]c(=O)c(Nc4ccc(N5CCN(C6COC6)CC5)cn4)c2)ccn1)CCCC3,1
O=C(c1cccc2ccccc12)c1c[nH]c2ccncc12,1
O=C(C=Cc1cccnc1)N1CCc2ccccc2C1,1
O=C(NCc1cnc[nH]1)c1cnn(-c2nccc(-c3cccs3)n2)c1,1
O=S(=O)(NCC1COC1)c1ccccc1,1
c1ccc(N=Nc2ccccc2)cc1,1
O=C(C1CCC(NC2CCOCC2)C1)N1CCN(c2cccnn2)CC1,1
O=P(Nc1cccnc1)(c1ccccc1)c1ccccc1,1
c1ccc2c(OCCCc3c[nH]c4c(-c5c[nH]nc5CSCc5cc[nH]n5)cccc34)cccc2c1,1
O=C(NC1CCN(c2nccn3ccnc23)C1)C1C2CN(C(=O)C3CCCO3)CC21,1
O=C1CC(Cc2cccc(CCc3ccccc3)c2)NC(=O)CN2C(=O)C(CCc3ccccc32)NC(=O)CC(Cc2ccccc2)NCCCN1,1
O=C(c1ccccc1-n1nccn1)N1CCCOC1Cn1ncc(-c2ccccn2)n1,1
O=C1Nc2ncccc2C2(CCN(C(=O)NC(Cc3ccc4[nH]ncc4c3)C(=O)NC(CC3CCNCC3)C(=O)N3CCN(c4ccncc4)CC3)CC2)O1,1
O=C1c2cc3c(n2CCN1c1cc(-c2c[nH]c(=O)c(Nc4cccc(N5CCN(C6COC6)CC5)n4)c2)ccn1)CCC3,1
O=C1c2cc3c(n2CCN1c1cc(-c2cc(Nc4ccc(N5CCN(C6COC6)CC5)cn4)c(=O)[nH]n2)ccn1)CCC3,1
O=C1C=CC(=Nc2ccc3c(c2)CC2C4NC4CN32)C=C1,1
c1cn2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc2n1,1
O=C1NCc2c(-c3ccc(OCCN4CCCCC4)cc3)ccnc21,1
c1nc(-c2ccc(OCCN3CCCCC3)cc2)c2cc[nH]c2n1,1
O=C(NC1CC2(C1)CN(c1ccncc1)C2)c1cc2cc(-c3nncs3)ccn2n1,1
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-c3nc4c(s3)CNCC4)ccn2n1,1
c1ccc(-c2cc(CN3CCOCC3)cn2-c2ccccn2)cc1,1
O=C1CNC(=O)CNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)CCCCCn2cc(COc3cc(OCc4cn(CCCCCC(=O)NC(Cc5ccccc5)C(=O)NC5CSSCCNC(=O)CNC(=O)CNC(=O)C(Cc6c[nH]c7ccccc67)NC(=O)C(Cc6ccccc6)NC5=O)nn4)cc(C(=O)NS(=O)(=O)CCNC(=O)CN4CCNCCNCCNCC4)c3)nn2)CSSCCN1,1
O=C(Nc1ccccc1)c1ccc(=O)n(Cc2ccccc2)c1,1
O=c1[nH]ccc2c1sc1cc(OCCN3CCCCC3)ccc12,1
O=c1c2[nH]c3cc(OCCN4CCCCC4)ccc3c2ccn1CC1COC1,1
O=c1cc(-c2ccc(OCCN3CCCCC3)cn2)cc[nH]1,1
O=c1cc(-c2ccc(OCCN3CCCCC3)cc2)nc[nH]1,1
O=c1cc(-c2ncc(OCCN3CCCCC3)cn2)cc[nH]1,1
O=c1cc(-c2cc(OCCN3CCCCC3)ccn2)cc[nH]1,1
O=C(Nc1ccc2nnsc2c1)OC1(c2ccccc2)CC1,1
c1ccc(-c2ccc(OCCN3CCCCC3)c3cc[nH]c23)nc1,1
O=C(NC1COc2ccccc2NC1=O)c1ncc(Cc2ccccc2)o1,1
O=C(C(c1ccccc1)c1cncnc1)N1CCN(c2ccccn2)CC1,1
O=C(Cc1ccccc1)NC1CCN(CCC(NC(=O)C2CCC2)c2ccccc2)CC1,1
O=C(NC(CCN1CCC(n2cc(-c3ccccc3)[nH]c2=O)CC1)c1ccccc1)C1CCC1,1
O=c1[nH]ccc2c1[nH]c1cc(OCCc3ccccn3)ccc12,1
O=c1[nH]ccc2c1[nH]c1cc(OCCc3ccncc3)ccc12,1
O=C(COc1ccc2c(c1)[nH]c1c(=O)[nH]ccc12)N1CC2(COC2)C1,1
O=C(COc1ccc2c(c1)[nH]c1c(=O)[nH]ccc12)N1CCNCC1,1
c1ccc(-n2nccn2)c(COc2cncc(-c3cnn[nH]3)c2)c1,1
c1ccc(COc2cncc(-c3cccnc3)n2)cc1,1
c1ccc(-c2[nH+]c3ccccc3c3ccccc23)cc1,1
O=C(CNCC1CCCCC1)N1CCc2ccccc2C1,1
O=S(=O)(c1ccccn1)n1cccc1-c1ccccc1,1
c1cncc(-c2ccc3scnc3c2)c1,1
c1ccc(-n2nccn2)c(COc2cncc(-c3cnc(C4CCOC4)s3)c2)c1,1
c1ccc(-n2nccn2)c(COc2cncc(-c3cncnc3)c2)c1,1
c1ccc(-c2ccc(Nc3ccccn3)s2)cc1,1
O=C(NC1C2CC3CC(C2)CC1C3)c1cnn(-c2ccccc2)c1C1CCCC1,1
c1cc(Nc2cc(C3CC3)[nH]n2)nc(NCc2ccc3[nH]cnc3c2)n1,1
c1cncc(-c2cncc(-c3ccc(-c4nnco4)cc3)c2)c1,1
c1ccc(N(c2cncnc2)C2CCN(c3ccccn3)CC2)cc1,1
O=C(Nc1ccc2c(c1)CCC2)C1c2cccnc2CCN1C(=O)C1CNC1,1
O=C1OCCN1c1ccc(N2CCOCC2)cc1,1
c1ccc(COc2cncc(-c3cnn[nH]3)c2)cc1,1
O=C(NC1C2COCC21)c1ccnc(Cc2cccc3[nH]ccc23)c1,1
O=C(NC(CCN1CCC(n2cnnc2)CC1)c1ccccc1)C1CCS(=O)(=O)CC1,1
O=C(CC1CC1)NC(CCN1CCC(n2cnnc2)CC1)c1ccccc1,1
c1cn2cc(CNc3nnc(-c4ccc(C5CC5)cc4)o3)ccc2n1,1
O=C1C(=Cc2ccc(-c3cnc4ccccc4c3)cc2)Oc2ccccc21,1
c1ccc(Nc2cncc3cncn23)cc1,1
O=c1[nH]c2cccnc2n1CCc1nc2ccccc2n1-c1cccnc1,1
c1cc(-c2ccc3c(c2)sc2cncnc23)cc(-c2nn[nH]n2)c1,1
c1ccc(CCCCCCOc2cc(-c3ccccc3)cc(-c3ccccc3)n2)cc1,1
O=C(NC1COc2ccc(-c3n[nH]c(=O)o3)cc2NC1=O)c1cc(Cc2ccccc2)on1,1
O=C(NC1COc2ccccc2NC1=O)c1cn(Cc2ccccc2)cn1,1
O=C(Nc1ccccc1)N1CCC(Oc2ccc(-c3cn[nH]c3)cc2)CC1,1
O=C(Cc1ccccc1)N1CCC(Oc2ccc(-c3cn[nH]c3)cc2)CC1,1
O=C(Cc1ccc(OC2CC2)cc1)N1CCC(Oc2ccc(-c3c[nH]cn3)cc2)CC1,1
c1ccc(Cn2ncc3c2CCNCC3)cc1,1
c1ccc(-c2cccc(-c3cnc4n3CCCC4)c2)cc1,1
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(C3CCOCC3)ccn2n1,1
O=c1ccn(C2CCCN(C(CC3CCCCC3)c3cccc(Oc4ccccc4)c3)C2)c(=O)[nH]1,1
c1ccc2c(c1)CCN2c1ncnc2c1ccn2C1CCNCC1,1
O=C(NC(CCNC1CCOCC1)Cc1ccccc1)c1cc2c3c(c[nH]c3c1)CCS(=O)(=O)N2,1
O=C(Nc1nccs1)c1cc(Oc2ccccc2)cc(OC2CCOC2)c1,1
O=C(NCCCNC1CCCCC1)C1CC1c1ccccc1,1
O=C(Nc1cc(-c2cccnc2)[nH]n1)Nc1ccnn1-c1ccccc1,1
c1ccc(-c2nnc(-c3ccc4c(c3)CCNC4)s2)cc1,1
c1cc2ccc(-c3ccc(-c4ccn[nH]4)cc3)cc2cn1,1
c1ccc(-c2ccc(-c3c[nH]cn3)cc2)cc1,1
c1cc(N2CCC(n3cnc(-c4ccc5ncsc5c4)c3)CC2)ccn1,1
O=C(Nc1ccc2ncccc2c1)OC1(c2ccccc2)CC1,1
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-n3ccnc3)ccn2n1,1
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-c3cnc[nH]3)ccn2n1,1
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-n3cccn3)ccn2n1,1
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(Nc3nccs3)ccn2n1,1
O=c1[nH]cnc2c1oc1cc(OCCN3CCOCC3)ccc12,1
O=c1cc(-c2cccc(OCCN3CCCCC3)c2)cc[nH]1,1
O=c1cc(-c2cccc(OCCN3CCCCC3)c2)nc[nH]1,1
c1cc2ccc(-c3ccc(-c4c[nH]cn4)cc3)cc2cn1,1
c1cc2ccc(-c3ccc(-c4cn[nH]c4)cc3)cc2cn1,1
c1cncc(-c2ccc3ccncc3c2)c1,1
c1ccc(-c2ccc3oc(CN4CCCCC4)cc3c2)cc1,1
c1ccc(-c2ccc(-c3ccn[nH]3)cc2)cc1,1
O=C(NCc1cccs1)c1ccccc1OCc1ccccc1,1
O=c1[nH]c2ccccc2n1CC1CCOCC1,1
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(N3CCOCC3)ccc2[nH]1,1
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(N3CCOCC3)ccn2n1,1
O=c1cc(-c2ccc3nc(CN4CCCCC4)ccc3c2)cc[nH]1,1
O=c1[nH]ccc2c1[nH]c1cc(OCCc3cn[nH]c3)ccc12,1
O=c1[nH]ccc2c1oc1cc(OCCN3CCOCC3)ccc12,1
O=c1[nH]ccc2c1oc1cc(OCCN3CCCCC3)ccc12,1
c1ccc(C2CN(c3cc(OC4CC(n5ccnn5)C4)ncn3)CCO2)cc1,1
O=C(c1ccccc1C1CC1)c1nc(-c2ccccc2)c2n1CCCC2,1
O=C(Nc1nccs1)c1ccccn1,1
C(#Cc1ccncc1)c1ccccc1,1
O=C(Nc1ccccn1)c1ccnn1Cc1ccccc1,1
O=C(c1ccccc1-n1nccn1)N1CCCOC1Cn1ncn(-c2ccccn2)c1=O,1
c1cc(-c2cn[nH]c2)c2c(c1)C(c1ncc[nH]1)CC2,1
O=C(NC1CCCCC1)c1cccc(OCc2ccccc2)c1,1
O=C(NCC1CCN(Cc2ccc(NS(=O)(=O)C3CCCCC3)cc2)CC1)c1cccc2c1OCCO2,1
O=C(NCC1CCN(Cc2ccc(NS(=O)(=O)Cc3ccccc3)cc2)CC1)c1c[nH]c2ccccc12,1
O=C(c1ccccc1)N1CCc2nc(OCCN3CCOCC3)ncc2C1,1
C1CCC2(CC1)COC1(OO2)C2CC3CC(C2)CC1C3,1
c1cncc(-c2nc(N3C4CCC3COC4)nc(N3C4CCC3COC4)n2)c1,1
C(#Cc1ccc2c(c1)-c1nccn1C1CC2C1)Cc1ccon1,1
c1ccc(C2CN(c3cc(OCCCn4cccn4)ncn3)CCO2)cc1,1
c1ccc(C2CN(c3cc(OC4CC(n5cccn5)C4)ncn3)CCO2)cc1,1
O=S(=O)(c1ccccc1)c1ccccc1Cn1ccc(-c2ccccc2)n1,1
c1ccc(C(Oc2ccc(-n3cccn3)cc2)C2CCC2)cc1,1
c1ccc(COc2cnc(-n3cccn3)nc2)cc1,1
c1ccc(COc2ccc(-n3cccn3)nc2)cc1,1
c1ccc(COc2ccc(-n3ccnc3)cc2)cc1,1
O=C(c1ccccc1)N1CCN(c2nc3ccccc3s2)CC1,1
O=C(c1ccno1)N1CC=C(c2cc3ncccc3[nH]2)CC1,1
O=C(c1ccno1)N1CCCC(c2ccn[nH]2)C1,1
O=C(Cn1ccnn1)Nc1ccc(Oc2ncnc3ccccc23)cc1,1
O=C(C1CCNCC1)N1CCC(NCc2cccc(-n3cnnn3)c2)C(c2ccccc2)C1,1
c1nc(OC2CCN(Cc3cscn3)CC2)c2ccn(CC3CCCCC3)c2n1,1
O=C(NC1CSc2ccccc2NC1=O)c1cc(Cc2ccccc2)on1,1
O=C(NC1CCc2ccccc2NC1=O)c1cc(Cc2ccccc2)on1,1
O=C(NC1COc2ccccc2NC1=O)c1nnc(Cc2ccccc2)o1,1
c1ccc(C2CCN2)cc1,1
c1ccc(Nc2cc(NC3CC3)n3nccc3n2)nc1,1
c1c(CCN2CCC(CCc3ccc4c(n3)NCCC4)C2)cc(N2CCOCC2)cc1C1CC1,1
O=C(COc1cccc(-c2ncno2)c1)N1CCN(C(=O)c2ccccc2)CC1,1
O=C(COc1cccc(-c2ccn[nH]2)c1)N1CCN(C(=O)c2ccccc2)CC1,1
O=C(COc1cccnc1)N1CCN(C(=O)c2ccccc2)CC1,1
O=C1CNCCN1Cc1cccc(CNc2nc3ncccc3[nH]2)c1,1
C1=Cc2nc1cc1ccc(cc3nc(c(-c4ccccc4)c4ccc([nH]4)c2-c2ccccc2)C=C3)s1,1
O=C1Nc2ccccc2C12CC2c1ccc2c(-c3ccc(C4CCNCC4)cc3)n[nH]c2c1,1
O=C1Nc2ccccc2C12CC2c1ccc2c(C=Cc3ccc(N4CCNCC4)nc3)n[nH]c2c1,1
c1ccc(-c2ccc(-c3ncc[nH]3)cc2)cc1,1
c1ccc(-c2ccc(-c3cn[nH]c3)cc2)cc1,1
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-c3nnco3)ccn2n1,1
O=C(NC1CN(c2ccncc2)C1)c1cc2cc(-c3nncs3)ccn2n1,1
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(Nc3cc[nH]n3)ccn2n1,1
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-c3c[nH]c(=O)cn3)ccn2n1,1
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-c3ccc(=O)[nH]c3)ccn2n1,1
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(Nc3ncco3)ccn2n1,1
O=C(NC1CCN(c2ccnnc2)CC1)c1cc2cc(-c3nncs3)ccn2n1,1
O=C(NC1CCN(c2cccnc2)CC1)c1cc2cc(-c3nncs3)ccn2n1,1
O=c1c2[nH]c3cc(OCCN4CCCCC4)ccc3c2ccn1C1CC1,1
O=c1cc(-c2ccc3[nH]c(CN4CCCCC4)cc3c2)cc[nH]1,1
O=c1[nH]cnc2cn(-c3ccc(OCCN4CCCCC4)cc3)nc12,1
O=c1[nH]cnc2cn(-c3ccccc3)nc12,1
O=c1c2n[nH]cc2ncn1-c1ccccc1,1
c1cc2ccc(-c3ccc(-c4ncc[nH]4)cc3)cc2cn1,1
O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,1
O=c1[nH]n(Cc2ccccc2)c2c1CCNCC2,1
c1ccc(Oc2ccc3ncnc(Nc4cccnn4)c3c2)cc1,1
O=c1cc2c(nn1CCOc1ccccc1)CCNCC2,1
c1cc(-c2ccc3ccncc3c2)c2nn(CCN3CCCCC3)nc2c1,1
O=c1c2cc(-c3nncs3)ccc2ccn1C1CCN(c2ccncc2)CC1,1
O=C1N(Cc2ccccc2)CCN1c1ccc2ncccc2c1,1
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(C3CCOCC3)ccc2[nH]1,1
c1ccc(CN2CCCC3(COC3)C2)cc1,1
O=C(NC1C2CC3CC(C2)CC1C3)c1cnc(OC2COC2)nc1C1CC1,1
O=C(NC1C2CC3CC(C2)CC1C3)c1cnc(OC2COC2)nc1C1CCCC1,1
c1ccc(CCc2cc(-c3cncs3)n[nH]2)cc1,1
O=C(Nc1ccc(-c2ncccn2)cc1)Nc1ccnn1-c1ccccc1,1
c1ccc(-c2cc3c(-c4ccc(-c5nnn[nH]5)cc4)ccnc3[nH]2)cc1,1
C=C1c2ccccc2C2CCCCC12,1
O=C(NC(=O)c1cccc(N2CCCC2)c1)Nc1nc2ccc(CN3CCNCC3)cc2s1,1
O=C(Nc1ccccc1)c1ccc2ccccc2n1,1
O=C(NCC(c1ccccc1)c1ccncc1)c1ccc(=O)[nH]c1,1
O=C(c1ccc(=O)[nH]c1)N(CC(c1ccccc1)c1ccccc1)C1CC1,1
