Molecule Name,SMILES,LogD,KSOL
E-0015935,O=C(NC1CCN(c2ccncc2)CC1)c1n[nH]c2ccccc12,1.5,285.0
E-0015936,Cn1nc(C(=O)NC2CCN(c3ccncc3)CC2)c2ccccc21,1.4,281.0
E-0015937,O=C(NC1CCN(c2ccncc2Cl)CC1)c1n[nH]cc1-c1ccc2ncsc2c1,3.1,91.3
E-0015938,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(c2ccncc2)CC1,1.9,268.0
E-0015943,Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)ncc32)c1=O,0.7,243.0
E-0015944,COc1nccc2c1[nH]c1cc(OCCN3CCCCC3)ncc12,2.0,252.0
E-0015948,Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)c(F)cc32)c1=O,1.7,249.0
E-0015949,Cn1ccc2c([nH]c3cc(OCCN4CCNCC4)ccc32)c1=O,-0.2,257.0
E-0015954,Cn1ccc2c([nH]c3cc(OCCN4CCOCC4)ccc32)c1=O,1.8,259.0
E-0015956,Cn1ccc2c([nH]c3c(CCCN4CCCCC4)cccc32)c1=O,1.3,263.0
E-0015957,Cn1ccc2c3cccc(CCN4CCCCC4)c3n(C)c2c1=O,1.8,249.0
E-0015958,Cn1cnc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,0.9,263.0
E-0015961,Clc1nc(NCc2ccncc2)c2cc[nH]c2n1,2.3,280.0
E-0015962,C[C@@H](CCOc1ccc(-c2ccc3ccncc3c2)cc1)C(N)=O,3.4,9.57
E-0015963,C[C@H](CCOc1ccc(-c2ccc3ccncc3c2)cc1)C(N)=O,3.4,25.4
E-0015964,Cc1c(N)c(-c2ccc(OCCN3CCCCC34CC4)cc2)cc2cnccc12,3.3,81.0
E-0015965,c1cc2nn(-c3ccc(OCCN4CCCCC4)cc3)cc2cn1,1.7,302.0
E-0015966,Cc1c(N)c(-c2ccc(OC[C@H](C)N3CCC3)cc2)cc2cnccc12,1.7,271.0
E-0015967,Cc1c(N)c(-c2ccc(OC[C@@H](C)N3CCC3)cc2)cc2cnccc12,2.1,205.0
E-0015970,Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2)nc2cnccc12,1.8,288.0
E-0015971,N#Cc1c(F)c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,3.1,262.0
E-0015972,N#CCc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,2.7,218.0
E-0015973,Cc1c(C#N)cc2cnccc2c1-c1ccc(OCCN2CCCCC2)cc1,3.1,187.0
E-0015974,N#Cc1cc2cnccc2c(-c2ccc(OCCN3CCCCC3)cc2)c1F,2.8,104.0
E-0015975,CN(C)CCOc1ccc(-c2cc(C#N)c3ccncc3c2)cc1,2.2,266.0
E-0015976,CN(C)CCOc1ccc(-c2cc(C#N)cc3cnccc23)cc1,2.0,307.0
E-0015977,OCCNc1cc2ccncc2cc1-c1ccc(OCCN2CCCCC2)cc1,1.9,244.0
E-0015978,CC(=O)Nc1cc2ccncc2cc1-c1ccc(OCCN2CCCCC2)cc1,1.8,261.0
E-0015979,Cc1c(N)c(-c2cccc3c2cnn3CCN2CCCCC2)cc2cnccc12,3.1,225.0
E-0015980,Cc1c(N)c(-c2cccc3nn(CCN4CCCCC4)cc23)cc2cnccc12,3.1,258.0
E-0015981,Cc1c(N)c(-c2ccc(OCCN3CCCCC3)c(F)c2)cc2cnccc12,2.8,221.0
E-0015982,Cn1ncc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c21,3.1,265.0
E-0015983,c1cc(-c2ccc(OCCN3CCCCC3)cc2)c2[nH]ccc2c1,3.1,262.0
E-0015999,O=C(NC1CCN(CC2CCOCC2)CC1)c1n[nH]cc1-c1ccc2ncsc2c1,1.1,283.0
E-0016000,O=C(NC1CCN(C2CCOCC2)CC1)c1n[nH]cc1-c1ccc2ncsc2c1,0.6,244.0
E-0016004,Cn1ncc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,1.5,225.0
E-0016005,Cn1ccc2c([nH]c3cc(NCCN4CCCCC4)ccc32)c1=O,1.0,253.0
E-0016006,CN(CCN1CCCCC1)c1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,1.6,217.0
E-0016007,Cn1cc(F)c2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,2.0,244.0
E-0016008,Cn1c2ccc(OCCN3CCCCC3)cc2c2c(C(N)=O)nccc21,0.9,248.0
E-0016010,Cn1ccc2c([nH]c3cc(OCCN4CC5CC5C4)ccc32)c1=O,1.9,243.0
E-0016011,COC1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,2.1,248.0
E-0016012,Cn1ccc2c([nH]c3cc(OCC[C@H]4CCCCN4)ccc32)c1=O,0.5,253.0
E-0016013,Cn1ccc2c([nH]c3cc(OCC[C@@H]4CCCCN4)ccc32)c1=O,0.5,247.0
E-0016014,CCn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,1.0,249.0
E-0016015,O=c1c2[nH]c3cc(Cl)ncc3c2ccn1CCCn1ccnc1,1.6,251.0
E-0016016,Cn1c2cc(OCCN3CCCCC3)ncc2c2cc[nH]c(=O)c21,1.9,243.0
E-0016018,Cc1c(OCCN2CCCCC2)ccc(-c2cc(C#N)c3ccncc3c2)c1N,2.4,298.0
E-0016019,Cc1c(OCCN2CCCCC2)ccc(-c2cc(C#N)cc3cnccc23)c1N,2.1,275.0
E-0016020,Cc1c(N)c(-c2ccc(N(C)CCN3CCCCC3)cc2)cc2cnccc12,2.9,221.0
E-0016021,CSc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1C#N,3.3,46.3
E-0016022,N#Cc1cc(-c2cccc(OCCN3CCCCC3)c2)c2ncccc2c1,2.3,255.0
E-0016023,N#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ncccc2c1,2.4,291.0
E-0016024,Clc1cc(-c2ccc(OCCN3CCCCC3)cc2)nc2cnccc12,3.1,45.6
E-0016025,C#Cc1cc(-c2ccc(OCCN(C)C)cc2)cc2cnccc12,3.1,199.0
E-0016026,C#Cc1cc(-c2ccc(OCCN(C)C)cc2)c2ccncc2c1,3.0,218.0
E-0016027,CNc1cc2ccncc2cc1-c1ccc(OCCN2CCCC2)cc1,1.9,230.0
E-0016028,c1cc2cc(NC3CC3)c(-c3ccc(OCCN4CCCCC4)cc3)cc2cn1,3.2,258.0
E-0016029,Cc1cc(-c2ccc(OCCN3CCCCC3)cc2N)nc2cnccc12,2.3,262.0
E-0016030,Cc1c(N)c(-c2ccc3c(cnn3CCN3CCCCC3)c2)cc2cnccc12,3.0,267.0
E-0016031,Cc1c(N)c(-c2ccc3nn(CCN4CCCCC4)cc3c2)cc2cnccc12,3.0,67.6
E-0016032,CNc1c(-c2cccc(C(N)=O)c2)cc2cnccc2c1C,2.5,8.75
E-0016033,CNc1c(-c2ccc(C(N)=O)cc2)cc2cnccc2c1C,2.5,38.8
E-0016035,CNc1c(C)cccc1-c1ccc(OCCN2CCCCC2)cc1,2.8,188.0
E-0016036,Cn1ccc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c21,3.6,25.2
E-0016037,Cn1nnc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c21,2.3,250.0
E-0016038,Cn1cnc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c21,2.3,268.0
E-0016039,N#Cc1cccc(-c2ccc(OCCN3CCCCC3)cc2)c1,2.8,179.0
E-0016040,Cc1ccccc1-c1ccc(OCCN2CCCCC2)cc1,3.6,244.0
E-0016041,Cc1ccnc(-c2ccc(OCCN3CCCCC3)cc2)c1N,1.4,271.0
E-0016042,Cc1cncc(-c2ccc(OCCN3CCCCC3)cc2)c1N,0.6,249.0
E-0016043,Cc1nccc(-c2ccc(OCCN3CCCCC3)cc2)c1N,1.5,289.0
E-0016045,Cn1cnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)c1,3.5,0.0326
E-0016047,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3ccccn3)ccc21,4.3,0.0095
E-0016048,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3cccnc3)ccc21,4.1,0.00641
E-0016049,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3cncnc3)ccc21,3.6,0.878
E-0016050,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3ncccn3)ccc21,3.8,0.146
E-0016051,Cc1csc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)n1,4.6,0.00573
E-0016054,Cc1nnc(-c2ccc3c(C(=O)NC4CCN(c5ccncc5Cl)CC4)nn(C)c3c2)s1,3.6,0.132
E-0016055,Cc1nnc(-c2ccc3c(C(=O)NC4CCN(c5ccncc5)CC4)n[nH]c3c2)s1,1.5,1.28
E-0016056,Cc1nnc(-c2ccc3c(C(=O)NC4CCN(c5ccncc5)CC4)nn(C)c3c2)s1,1.4,20.3
E-0016058,Cc1nnc(-c2ccc3c(c2)cc(C(=O)N2CCC(N(C)c4cncc(Cl)c4)CC2)n3C)s1,3.9,0.0245
E-0016060,O=c1[nH]ccc2c1[nH]c1cc(OCCN3CCCCC3)ncc12,1.9,252.0
E-0016062,Cn1ccc2c([nH]c3nc(OCCN4CCCCC4)ccc32)c1=O,1.1,252.0
E-0016064,COc1nccc2c3ccc(OCCN4CCCCC4)cc3n(C)c12,2.5,105.0
E-0016065,Cn1ccc2c([nH]c3cc(CCCN4CCCCC4)ccc32)c1=O,0.9,251.0
E-0016066,Cn1ccc2c([nH]c3cc(C#CCN4CCCCC4)ccc32)c1=O,3.1,25.2
E-0016067,Cn1ccc2c([nH]c3cc(NC(=O)CN4CCCCC4)ccc32)c1=O,2.0,239.0
E-0016068,CN(C(=O)CN1CCCCC1)c1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,0.9,256.0
E-0016070,Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CCCCC4)ccc3c12,1.9,251.0
E-0016071,Cc1cn(C)c(=O)c2[nH]c3cccc(OCCN4CCCCC4)c3c12,2.4,221.0
E-0016072,Cn1ccc2c([nH]c3cc(OCCC4CCNCC4)ccc32)c1=O,0.3,243.0
E-0016073,Cn1ccc2c([nH]c3cc(OCCCCN4CCCCC4)ccc32)c1=O,1.1,251.0
E-0016074,Cn1ccc2c([nH]c3cc(OCC[C@H]4CCCNC4)ccc32)c1=O,0.3,248.0
E-0016075,Cn1ccc2c([nH]c3cc(OCC[C@@H]4CCCNC4)ccc32)c1=O,0.3,245.0
E-0016076,CN1CCCC[C@@H]1CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,1.2,248.0
E-0016077,CN1CCCC[C@H]1CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,1.2,248.0
E-0016078,O=c1c2[nH]c3cc(OCCN4CCCCC4)ccc3c2ccn1CC1CC1,2.5,163.0
E-0016083,Cn1ccc2c([nH]c3c(CCN4CCCC(F)(F)C4)cccc32)c1=O,3.5,38.8
E-0016084,Cn1ccc2c([nH]c3c(CCN4CCC(F)(F)CC4)cccc32)c1=O,3.4,26.8
E-0016085,CNCCCn1ccc2c([nH]c3nc(C4CC4)cnc32)c1=O,0.1,256.0
E-0016086,Cn1ccc2c([nH]c3cc(OCCc4cnccn4)ccc32)c1=O,2.2,9.27
E-0016087,Cn1ccc2c([nH]c3cc(OCCO)ccc32)c1=O,1.5,231.0
E-0016088,Cn1ccc2c([nH]c3nc(OCCN4CCCCC4)ncc32)c1=O,0.4,241.0
E-0016092,O=c1c2[nH]c3cc(Cl)ncc3c2ccn1CCCn1cccn1,2.6,52.3
E-0016095,CN(Cc1nc2ccc(CO)cc2n1C)C(=O)c1cn(C)c2ccccc12,1.7,254.0
E-0016096,CN(Cc1nc2cc(CO)ccc2n1C)C(=O)c1cn(C)c2ncccc12,0.9,257.0
E-0016098,O=c1[nH]cnc2c1[nH]c1cc(OCCN3CCCCC3)ccc12,0.9,234.0
E-0016100,c1cnc2[nH]c3cc(OCCN4CCCCC4)ccc3c2c1,2.2,243.0
E-0016101,c1cc2c(cn1)[nH]c1cc(OCCN3CCCCC3)ccc12,1.9,254.0
E-0016102,Cn1c(=O)c2[nH]c3cc(OCCN4CCCCC4)ccc3c2n(C)c1=O,1.3,52.8
E-0016103,COC1CN(Cc2ccc3c(c2)nc(CN(C)C(=O)c2cn(C)c4ncccc24)n3C)C1,0.6,248.0
E-0016104,COC1CN(Cc2ccc3nc(CN(C)C(=O)c4cn(C)c5ncccc45)[nH]c3c2)C1,0.8,238.0
E-0016105,Cn1ccc2c([nH]c3cc(OCCc4cccnc4)ccc32)c1=O,3.1,3.93
E-0016106,CC(=O)N1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,1.4,236.0
E-0016107,CCN(CC)CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,0.9,253.0
E-0016108,CC1CCN(CCc2cccc3c2[nH]c2c(=O)n(C)ccc23)CC1,2.2,246.0
E-0016109,Cn1ccc2c([nH]c3cc(OCCn4ccnc4)ccc32)c1=O,2.1,128.0
E-0016110,C[C@@H]1CCCN(CCc2cccc3c2[nH]c2c(=O)n(C)ccc23)C1,2.3,233.0
E-0016111,C[C@H]1CCCN(CCc2cccc3c2[nH]c2c(=O)n(C)ccc23)C1,2.4,216.0
E-0016112,COC1CN(Cc2ccc3nc(CN(C)C(=O)c4cn(C)c5ccccc45)n(C)c3c2)C1,1.5,253.0
E-0016113,Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnncc12,1.8,277.0
E-0016114,Nc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnncc2c1Br,2.3,292.0
E-0016115,NC(=O)Cc1cccc(Nc2nc(F)cc(-c3cccnc3)n2)c1,2.4,132.0
E-0016117,Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2)cc2cc(F)ccc12,3.9,5.12
E-0016118,Cc1c(N)c(-n2ccc(OCC3CNC3)n2)cc2cccnc12,-0.7,286.0
E-0016119,Cc1nc2cnc(-c3ccc(OCCN4CCCCC4)cc3)cn2c1C,2.0,222.0
E-0016120,c1c[nH]c2nc(-c3ccc(OCCN4CCCCC4)cc3)nc-2c1,2.0,289.0
E-0016121,COCCNC(=O)c1ccc(-c2cc(C#N)c3ccncc3c2)cc1,2.5,13.6
E-0016123,CNc1cc2ccncc2cc1-c1ccc(OCCN(C)C)cc1,1.9,279.0
E-0016124,Cc1c(-c2ccncc2)ccnc1-c1ccc(OCCN2CCCCC2)cc1N,1.6,300.0
E-0016125,Cc1c(N)c(-c2ccc3c(ccn3CCN3CCCCC3)c2)cc2cnccc12,3.6,165.0
E-0016126,Cc1c(N)c(-c2ccc3c(c2)ncn3CCN2CCCCC2)cc2cnccc12,2.9,296.0
E-0016127,Cc1c(N)c(-c2ccc3ncn(CCN4CCCCC4)c3c2)cc2cnccc12,3.0,228.0
E-0016128,Cc1c(N)c(-c2cccc3c2ncn3CCN2CCCCC2)cc2cnccc12,2.6,287.0
E-0016129,Cc1c(N)c(-c2cccc3ncn(CCN4CCCCC4)c23)cc2cnccc12,2.7,195.0
E-0016130,Cc1c(N)c(-c2ccc3c(c2)CC(=O)N3CCN2CCCCC2)cc2cnccc12,2.5,251.0
E-0016131,Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2F)cc2cnccc12,2.7,317.0
E-0016132,Cc1c(N)c(-c2ccc(OCCN3CCOCC3)cc2F)cc2cnccc12,2.8,260.0
E-0016133,Cc1c(N)c(-c2ccc(SCCN(C)C)cc2)cc2cnccc12,2.6,266.0
E-0016134,Cc1cc(-c2cc3cnccc3c(C)c2N)ccc1OCCN1CCCCC1,3.2,258.0
E-0016135,CNc1c(C)cc(-c2ncccn2)cc1-c1ccc(OCCN2CCCCC2)cc1,3.0,224.0
E-0016136,Cc1cccc(-c2ccc(OC[C@H](C)N3CCOCC3)cc2)c1N,2.9,173.0
E-0016137,Cc1cccc(-c2ccc(OC[C@@H](C)N3CCOCC3)cc2)c1N,2.9,91.2
E-0016138,Cc1cccc(-c2ccc(OCCN(C)C)cc2)c1N,1.8,197.0
E-0016139,C#Cc1cccc(-c2ccc(OCCN3CCCCC3)cc2)c1,3.7,25.1
E-0016140,Nc1c(-c2ccc(OCCN3CCCCC3)cc2)ccc2cnccc12,2.5,230.0
E-0016141,Cc1ncnc(-c2ccc(OCCN3CCCCC3)cc2)c1N,1.2,301.0
E-0016142,CCNCCOc1ccc(-c2cc3cnccc3c(C)c2N)cc1,1.1,271.0
E-0016143,Cn1cc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)cn1,4.0,0.12
E-0016144,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-n3ccnc3)ccc21,3.7,0.631
E-0016145,Cn1ncc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)n1,4.0,0.00933
E-0016147,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)o1,3.6,0.202
E-0016155,Cc1nnc(-c2ccc3c(c2)cc(C(=O)N2CCC(Nc4ccncc4)CC2)n3C)s1,1.4,291.0
E-0016159,Cc1nnc(-c2ccc3nc(C(=O)NC4CCN(c5ccncc5Cl)CC4)[nH]c3c2)s1,3.7,0.317
E-0016160,Cc1nnc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3c2)s1,0.8,87.1
E-0016161,Cc1nnc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5Cl)CC4)cc3c2)s1,3.1,2.17
E-0016162,Cc1nnc(-c2ccn3nc(C(=O)N4CCC(Oc5cncc(Cl)c5)CC4)cc3c2)s1,3.0,7.38
E-0016163,Cc1nnc(-c2ccn3ncc(C(=O)NC4CCN(c5ccncc5)CC4)c3c2)s1,1.1,93.6
E-0016164,Cc1nnc(-c2ccn3ncc(C(=O)NC4CCN(c5ccncc5Cl)CC4)c3c2)s1,3.2,11.5
E-0016165,Cc1nnc(-c2ccn3ncc(C(=O)NC4CCN(c5ccncc5Cl)CC4)c3n2)s1,2.7,20.4
E-0016166,Cc1nnc(-c2ccc3c(cc(C(=O)NC4CCN(c5ccncc5Cl)CC4)n3C)n2)s1,3.5,1.06
E-0016167,Cc1ccc2c(n1)[nH]c1cc(OCCN3CCCCC3)ccc12,2.6,245.0
E-0016170,Cn1ccc2c([nH]c3cc(NC(=O)CCN4CCCCC4)ccc32)c1=O,1.0,241.0
E-0016171,CN(Cc1nc2ccc(CO)cc2n1C)C(=O)c1cn(C)c2ncccc12,1.0,253.0
E-0016172,CN(Cc1nc2ccc(CO)cc2[nH]1)C(=O)c1c[nH]c2ncccc12,1.1,255.0
E-0016173,Cn1ccc2[nH]c3cc(OCCN4CCCCC4)ccc3c2c1=O,0.7,242.0
E-0016176,COC(=O)c1nccc2c1[nH]c1cc(OC)ccc12,3.0,195.0
E-0016177,Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)cnc32)c1=O,1.0,224.0
E-0016178,CO[C@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,1.9,253.0
E-0016179,CO[C@@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,1.8,249.0
E-0016180,Cn1ccc2c([nH]c3cc(OCCN4CCCC(F)(F)C4)ccc32)c1=O,3.0,11.0
E-0016181,CC1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,2.0,248.0
E-0016182,CC(C)n1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,2.3,210.0
E-0016184,CC(C)Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,2.7,82.8
E-0016185,Cn1ccc2c([nH]c3cc(OCCN4CC5(COC5)C4)ccc32)c1=O,1.0,245.0
E-0016186,Cn1ccc2c([nH]c3cc(OCCn4cccn4)ccc32)c1=O,2.6,68.0
E-0016187,Cn1ccc2c([nH]c3cc(OCCN4CCC(C)(C)CC4)ccc32)c1=O,2.3,27.8
E-0016188,Cc1cccc(-c2ccc(C(=O)NC3CNC3)cc2)c1N,-0.3,255.0
E-0016189,Cc1c(N)c(-c2ccc(OCCN3CC4CCC(C3)O4)cc2)cc2cnccc12,3.6,14.2
E-0016190,Cc1c(N)c(-c2ccc(O[C@@H]3CCCNC3)cc2)cc2cnccc12,1.5,301.0
E-0016191,Cc1c(N)c(-c2ccc(O[C@H]3CCCNC3)cc2)cc2cnccc12,1.5,302.0
E-0016192,CNc1c(C)c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,2.6,229.0
E-0016193,CC[C@H](CN(C)C)Oc1ccc(-c2cc3cnccc3c(C)c2N)cc1,2.4,296.0
E-0016194,CC[C@@H](CN(C)C)Oc1ccc(-c2cc3cnccc3c(C)c2N)cc1,2.4,258.0
E-0016197,COCCCN[C@@H](C)COc1cnn(-c2cc3cnccc3c(C)c2N)c1,0.9,235.0
E-0016198,COCCCN[C@H](C)COc1cnn(-c2cc3cnccc3c(C)c2N)c1,0.9,275.0
E-0016199,N#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ncncc2c1,1.7,259.0
E-0016200,N#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccncc2n1,2.2,298.0
E-0016201,N#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)nc2cnccc12,2.4,76.9
E-0016202,Cc1c(N)c(-c2ccc(OC(C)(C)CN3CCCCC3)cc2)cc2cnccc12,3.2,197.0
E-0016203,Cc1cc(-c2ccncc2)cc(-c2ccc(OCCN3CCCCC3)cc2N)n1,2.3,253.0
E-0016204,Cc1c(N)c(-c2ccc3c(c2)oc(=O)n3CCN2CCCCC2)cc2cnccc12,2.9,254.0
E-0016205,Cc1cc(-c2ncccn2)cc(-c2ccc(OCCN3CCCCC3)cc2)c1N,2.5,250.0
E-0016206,Cc1cccc(-c2ccc(OC(C)(C)CN3CCCCC3)cc2)c1N,3.1,111.0
E-0016207,Cc1cccc(-c2ccc(OCC(C)(C)N3CCOCC3)cc2)c1N,2.9,50.6
E-0016208,Cc1cccc(-c2ccc(OC(C)(C)CN3CCOCC3)cc2)c1N,3.5,50.3
E-0016209,Nc1c(-c2ccc(OCCN3CCCCC3)cc2)ccc2ncccc12,2.3,280.0
E-0016210,Nc1ccc(-c2ccc(OCCN3CCCCC3)cc2)c2nccnc12,2.0,263.0
E-0016211,Nc1c(-c2ccc(OCCN3CCCCC3)cc2)ccc2cccnc12,2.9,281.0
E-0016212,Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)c(C)cc1N,2.6,276.0
E-0016213,COCCN(C)[C@@H](C)COc1ccc(-c2cc3cnccc3c(C)c2N)cc1,2.4,237.0
E-0016214,COCCN(C)[C@H](C)COc1ccc(-c2cc3cnccc3c(C)c2N)cc1,2.4,271.0
E-0016215,COCCN(C)CCOc1ccc(-c2cc3cnccc3c(C)c2N)cc1,2.4,258.0
E-0016216,Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2)cc2cccnc12,2.7,243.0
E-0016217,Cc1c(N)c(-c2ccc(OCC3CN(C)C3)cc2)cc2cnccc12,1.2,237.0
E-0016218,COC1CN(CCOc2ccc(-c3cc4cnccc4c(C)c3N)cc2)C1,2.5,259.0
E-0016219,Nc1c(-c2ccc(OCCN3CCCCC3)cc2)ccc2cnncc12,1.9,297.0
E-0016220,Cc1c(N)c(-c2ccc(OCCN3CC(N(C)C)C3)cc2)cc2cnccc12,2.1,211.0
E-0016221,COCCNC(=O)c1ccc(-c2cccc(C)c2N)cc1,2.2,220.0
E-0016222,Cc1cccc(-c2ccc(C(=O)NC3CN(C)C3)cc2)c1N,1.2,288.0
E-0016223,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3cn[nH]c3)ccc21,1.8,3.35
E-0016224,Cn1ncc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)n1,2.0,17.5
E-0016225,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3ccccc3)ccc21,3.6,0.318
E-0016226,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3ccccn3)ccc21,2.2,10.1
E-0016227,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3cccnc3)ccc21,2.3,12.3
E-0016228,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3cncnc3)ccc21,1.7,69.3
E-0016231,Cc1nnc(-c2ccc3nc(C(=O)NC4CCN(c5ccncc5)CC4)n(C)c3c2)s1,1.5,291.0
E-0016232,Cc1nnc(-c2ccc3c(c2)nc(C(=O)NC2CCN(c4cncc(Cl)c4)CC2)n3C)s1,3.6,0.72
E-0016233,Cc1nnc(-c2ccc3nc(C(=O)NC4CCN(c5ccncc5Cl)CC4)oc3c2)s1,2.8,3.11
E-0016234,Cc1nnc(-c2ccc3nc(C(=O)N4CCC(Nc5cncc(Cl)c5)CC4)n(C)c3c2)s1,3.2,14.4
E-0016235,Cc1nnc(-c2ccc3c(c2)nc(C(=O)N2CCC(N(C)c4cncc(Cl)c4)CC2)n3C)s1,3.4,44.5
E-0016238,Cc1nnc(-c2cnc3cc(C(=O)NC4CCN(c5ccncc5Cl)CC4)nn3c2)s1,2.4,2.52
E-0016239,Cc1nnc(-c2cnc3cc(C(=O)NC4CCN(c5ccncc5)CC4)nn3c2)s1,0.2,288.0
E-0016240,Cc1nnc(-c2ccc3c(cc(C(=O)NC4CCN(c5ccncc5)CC4)n3C)n2)s1,1.2,297.0
E-0016241,COc1ccc2c(c1)[nH]c1c(C(N)=O)nccc12,2.9,21.1
E-0016242,COCCn1ccc2c([nH]c3c(C#CC4CNC4)c(F)ccc32)c1=O,1.1,261.0
E-0016243,c1cnc2c(c1)[nH]c1cccc(OCCN3CCCCC3)c12,1.3,258.0
E-0016244,COc1cc2[nH]c3cc(OCCN4CCCCC4)ccc3c2cn1,2.3,249.0
E-0016245,Cn1ccc2c([nH]c3c(C#CC4CCNCC4)c(F)ccc32)c1=O,1.0,247.0
E-0016246,CC1(C)CC(Nc2ccc3c(n2)COc2cc(-n4cccn4)ccc2-3)CC(C)(C)N1,2.1,236.0
E-0016247,c1cnn(-c2ccc3c(c2)OCc2nc(N[C@@H]4C[C@H]5CC[C@@H](C4)N5)ccc2-3)c1,1.5,240.0
E-0016248,c1ccc2c(c1)[nH]c1cc(OCCN3CCCCC3)ccc12,2.7,240.0
E-0016249,COC1CN(Cc2ccc3c(c2)OC[C@@H](C(=O)N(C)Cc2cn(C)c4ccccc24)O3)C1,2.1,244.0
E-0016250,COC1CN(Cc2ccc3c(c2)OC[C@H](C(=O)N(C)Cc2cn(C)c4ccccc24)O3)C1,2.2,247.0
E-0016251,COC1CN(Cc2ccc3c(c2)O[C@@H](C(=O)N(C)Cc2cn(C)c4ccccc24)CO3)C1,2.1,252.0
E-0016252,COC1CN(Cc2ccc3c(c2)O[C@H](C(=O)N(C)Cc2cn(C)c4ccccc24)CO3)C1,2.1,242.0
E-0016253,C[C@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,2.1,248.0
E-0016254,C[C@@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,2.1,238.0
