Molecule Name,SMILES,LogD,MPPB
E-0015529,CN1CCC[C@@H](Cn2ccc3c([nH]c4nc(C5CC5)ccc43)c2=O)C1,1.6,23.4
E-0015537,Cc1cc(-c2ccc(OCCN3CCNCC3)cc2)cc2cnccc12,1.9,3.5
E-0015539,Cc1c(N(C)C)c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,4.2,1.2
E-0015542,Cc1c(N)c(-c2c(F)cc(OCCN3CCCCC3)cc2F)cc2cnccc12,2.8,3.4
E-0015546,Cc1c(N)c(-c2ccc(OC[C@H]3CCCCN3C)cc2)cc2cnccc12,2.4,16.4
E-0015550,CCN(CC)CCOc1ccc(-c2cc3cnccc3c(C)c2N)cc1,2.1,14.2
E-0015552,Cc1c(N)c(-c2ccc(OC[C@H](C)N3CCCC3)cc2)cc2cnccc12,2.1,19.2
E-0015553,Cc1c(N)c(-c2ccc(OC[C@@H](C)N3CCCC3)cc2)cc2cnccc12,2.1,20.5
E-0015556,CCN(C)CCOc1ccc(-c2cc3cnccc3c(C)c2N)cc1,2.1,15.3
E-0015558,Cc1cccc(-c2ccc(OCCN3CCCCC3)cc2)c1N,2.4,10.6
E-0015575,CCOc1cc2[nH]c3nn(CCCN4CCCCC4)c(=O)cc3c2cn1,0.8,63.5
E-0015609,Cc1c(N)c(-c2ccc(O[C@@H]3CCN(C(C)C)C3)cc2)cc2cnccc12,2.4,16.2
E-0015613,CCN1CC[C@@H](Oc2ccc(-c3cc4cnccc4c(C)c3N)cc2)C1,2.2,13.0
E-0015618,Fc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccncc2c1,3.4,4.0
E-0015638,Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2)cc2cncnc12,2.4,10.7
E-0015644,CCN1CCC[C@H]1COc1ccc(-c2cc3cnccc3c(C)c2N)cc1,2.3,13.8
E-0015645,CCN1CCC[C@@H]1COc1ccc(-c2cc3cnccc3c(C)c2N)cc1,2.3,17.5
E-0015654,N#Cc1cc(-c2ccc(OCCN3CCOCC3)cc2)cc2cnccc12,3.2,2.0
E-0015676,Cc1nnc(Nc2cc3c4ncn(CCCN5CCCCC5)c(=O)c4n(C)c3cc2F)o1,0.6,44.0
E-0015680,Cn1c2cc(F)c(Nc3nc(C#N)cs3)cc2c2ncn(CCCN3CCCCC3)c(=O)c21,1.9,10.6
E-0015695,O=C1Nc2ccc3ncsc3c2/C1=C/c1cnc[nH]1,2.2,4.2
E-0015699,O=c1c2[nH]c3cc(OCC4CC4)ncc3c2ccn1CCCN1CCCCC1,1.8,24.9
E-0015738,CN1CC(COc2ccn(-c3cc4cccnc4cc3N)n2)C1,0.2,75.4
E-0015760,Cc1c(N)c(-c2ccc(OC[C@@H](C)N(C)C)cc2)cc2cnccc12,1.8,23.4
E-0015763,Cc1c(N)c(-c2ccc(OCCN3C[C@H]4CC[C@@H]3C4)cc2)cc2cnccc12,1.7,7.4
E-0015764,CNc1ccc(-c2cc3cnccc3c(C)c2N)cc1,3.2,7.8
E-0015769,COc1cc(-c2ccc(OCCN3CCCCC3)cc2)cn2nccc12,3.1,8.8
E-0015809,Cn1ccc2c3ccc(OCCN4CCCCC4)cc3n(C)c2c1=O,1.8,5.3
E-0015815,Nc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1Cl,3.4,4.2
E-0015816,Cc1c(OCCN2CCCCC2)ccc(-c2cc(C)c3ccncc3c2)c1N,3.1,10.9
E-0015818,Cc1c(OCCN2CCOCC2)ccc(-c2ccc3ccncc3c2)c1N,2.9,10.6
E-0015822,Cc1c(N)c(-c2ccc(OCC3(N(C)C)COC3)cc2)cc2cnccc12,2.8,13.9
E-0015824,Cc1c(OCCN2CCCCC2)ccc(-c2cc(C)c3ccncc3n2)c1N,2.7,8.7
E-0015831,N#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,1.6,22.8
E-0015846,N#Cc1c[nH]c2ncc(-c3ccc(OCCN4CCCCC4)cc3)cc12,2.7,10.6
E-0015868,Cc1nnc(-c2ccc3c(c2)cc(C(=O)Nc2ccc(S(=O)(=O)N4CCOCC4)cc2)n3C)s1,3.9,0.5
E-0015872,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(Cc4cncc(Cl)c4)CC2)n3C)s1,3.6,2.1
E-0015874,CN(C)c1nccc2c1c1cc(OCCN3CCCCC3)ccc1n2C,1.7,9.1
E-0015875,O=c1c2[nH]c3cc(F)c(C#Cc4nccs4)cc3c2ccn1CCCN1CCCCC1,2.7,1.2
E-0015885,CN1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,1.0,20.3
E-0015886,Cn1ccc2c([nH]c3cc(OCCCN4CCCCC4)ccc32)c1=O,1.2,10.9
E-0015896,CSc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1C,3.9,0.9
E-0015897,Nc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1F,2.8,7.9
E-0015904,Cc1c(N)c(-c2ccc(OCCN3CCCC3)cc2)cc2cnccc12,1.9,14.2
E-0015908,Cc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1C#N,3.2,3.1
E-0015912,NC(=O)c1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,1.9,19.8
E-0015920,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)s1,2.0,15.2
E-0015921,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)s1,4.2,0.9
E-0015922,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3nnc(C4CC4)s3)ccc21,4.5,0.2
E-0015943,Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)ncc32)c1=O,0.7,29.5
E-0015944,COc1nccc2c1[nH]c1cc(OCCN3CCCCC3)ncc12,2.0,15.6
E-0015948,Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)c(F)cc32)c1=O,1.7,2.9
E-0015949,Cn1ccc2c([nH]c3cc(OCCN4CCNCC4)ccc32)c1=O,-0.2,27.9
E-0015954,Cn1ccc2c([nH]c3cc(OCCN4CCOCC4)ccc32)c1=O,1.8,5.9
E-0015956,Cn1ccc2c([nH]c3c(CCCN4CCCCC4)cccc32)c1=O,1.3,8.7
E-0015957,Cn1ccc2c3cccc(CCN4CCCCC4)c3n(C)c2c1=O,1.8,8.1
E-0015958,Cn1cnc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,0.9,24.9
E-0015961,Clc1nc(NCc2ccncc2)c2cc[nH]c2n1,2.3,16.3
E-0015966,Cc1c(N)c(-c2ccc(OC[C@H](C)N3CCC3)cc2)cc2cnccc12,1.7,15.8
E-0015967,Cc1c(N)c(-c2ccc(OC[C@@H](C)N3CCC3)cc2)cc2cnccc12,2.1,12.9
E-0015970,Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2)nc2cnccc12,1.8,37.7
E-0015981,Cc1c(N)c(-c2ccc(OCCN3CCCCC3)c(F)c2)cc2cnccc12,2.8,3.6
E-0016004,Cn1ncc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,1.5,5.1
E-0016005,Cn1ccc2c([nH]c3cc(NCCN4CCCCC4)ccc32)c1=O,1.0,11.5
E-0016006,CN(CCN1CCCCC1)c1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,1.6,7.5
E-0016007,Cn1cc(F)c2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,2.0,2.0
E-0016008,Cn1c2ccc(OCCN3CCCCC3)cc2c2c(C(N)=O)nccc21,0.9,16.8
E-0016010,Cn1ccc2c([nH]c3cc(OCCN4CC5CC5C4)ccc32)c1=O,1.9,2.6
E-0016011,COC1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,2.1,3.4
E-0016012,Cn1ccc2c([nH]c3cc(OCC[C@H]4CCCCN4)ccc32)c1=O,0.5,12.2
E-0016013,Cn1ccc2c([nH]c3cc(OCC[C@@H]4CCCCN4)ccc32)c1=O,0.5,10.7
E-0016014,CCn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,1.0,3.6
E-0016015,O=c1c2[nH]c3cc(Cl)ncc3c2ccn1CCCn1ccnc1,1.6,15.7
E-0016018,Cc1c(OCCN2CCCCC2)ccc(-c2cc(C#N)c3ccncc3c2)c1N,2.4,17.2
E-0016021,CSc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1C#N,3.3,2.9
E-0016025,C#Cc1cc(-c2ccc(OCCN(C)C)cc2)cc2cnccc12,3.1,2.4
E-0016033,CNc1c(-c2ccc(C(N)=O)cc2)cc2cnccc2c1C,2.5,14.0
E-0016039,N#Cc1cccc(-c2ccc(OCCN3CCCCC3)cc2)c1,2.8,8.2
E-0016045,Cn1cnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)c1,3.5,1.5
E-0016047,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3ccccn3)ccc21,4.3,0.3
E-0016048,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3cccnc3)ccc21,4.1,0.2
E-0016049,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3cncnc3)ccc21,3.6,0.6
E-0016050,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3ncccn3)ccc21,3.8,0.9
E-0016054,Cc1nnc(-c2ccc3c(C(=O)NC4CCN(c5ccncc5Cl)CC4)nn(C)c3c2)s1,3.6,2.2
E-0016056,Cc1nnc(-c2ccc3c(C(=O)NC4CCN(c5ccncc5)CC4)nn(C)c3c2)s1,1.4,34.6
E-0016058,Cc1nnc(-c2ccc3c(c2)cc(C(=O)N2CCC(N(C)c4cncc(Cl)c4)CC2)n3C)s1,3.9,0.3
E-0016060,O=c1[nH]ccc2c1[nH]c1cc(OCCN3CCCCC3)ncc12,1.9,41.8
E-0016062,Cn1ccc2c([nH]c3nc(OCCN4CCCCC4)ccc32)c1=O,1.1,10.0
E-0016064,COc1nccc2c3ccc(OCCN4CCCCC4)cc3n(C)c12,2.5,0.5
E-0016065,Cn1ccc2c([nH]c3cc(CCCN4CCCCC4)ccc32)c1=O,0.9,10.3
E-0016067,Cn1ccc2c([nH]c3cc(NC(=O)CN4CCCCC4)ccc32)c1=O,2.0,15.2
E-0016068,CN(C(=O)CN1CCCCC1)c1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,0.9,14.0
E-0016070,Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CCCCC4)ccc3c12,1.9,3.0
E-0016072,Cn1ccc2c([nH]c3cc(OCCC4CCNCC4)ccc32)c1=O,0.3,7.5
E-0016073,Cn1ccc2c([nH]c3cc(OCCCCN4CCCCC4)ccc32)c1=O,1.1,6.3
E-0016074,Cn1ccc2c([nH]c3cc(OCC[C@H]4CCCNC4)ccc32)c1=O,0.3,10.1
E-0016075,Cn1ccc2c([nH]c3cc(OCC[C@@H]4CCCNC4)ccc32)c1=O,0.3,9.9
E-0016076,CN1CCCC[C@@H]1CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,1.2,7.9
E-0016077,CN1CCCC[C@H]1CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,1.2,10.0
E-0016078,O=c1c2[nH]c3cc(OCCN4CCCCC4)ccc3c2ccn1CC1CC1,2.5,1.4
E-0016083,Cn1ccc2c([nH]c3c(CCN4CCCC(F)(F)C4)cccc32)c1=O,3.5,0.9
E-0016084,Cn1ccc2c([nH]c3c(CCN4CCC(F)(F)CC4)cccc32)c1=O,3.4,0.7
E-0016086,Cn1ccc2c([nH]c3cc(OCCc4cnccn4)ccc32)c1=O,2.2,1.7
E-0016087,Cn1ccc2c([nH]c3cc(OCCO)ccc32)c1=O,1.5,16.7
E-0016088,Cn1ccc2c([nH]c3nc(OCCN4CCCCC4)ncc32)c1=O,0.4,48.4
E-0016095,CN(Cc1nc2ccc(CO)cc2n1C)C(=O)c1cn(C)c2ccccc12,1.7,7.0
E-0016096,CN(Cc1nc2cc(CO)ccc2n1C)C(=O)c1cn(C)c2ncccc12,0.9,26.6
E-0016102,Cn1c(=O)c2[nH]c3cc(OCCN4CCCCC4)ccc3c2n(C)c1=O,1.3,6.5
E-0016106,CC(=O)N1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,1.4,6.7
E-0016107,CCN(CC)CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,0.9,10.8
E-0016108,CC1CCN(CCc2cccc3c2[nH]c2c(=O)n(C)ccc23)CC1,2.2,2.8
E-0016109,Cn1ccc2c([nH]c3cc(OCCn4ccnc4)ccc32)c1=O,2.1,5.3
E-0016110,C[C@@H]1CCCN(CCc2cccc3c2[nH]c2c(=O)n(C)ccc23)C1,2.3,2.8
E-0016111,C[C@H]1CCCN(CCc2cccc3c2[nH]c2c(=O)n(C)ccc23)C1,2.4,2.5
E-0016131,Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2F)cc2cnccc12,2.7,7.2
E-0016132,Cc1c(N)c(-c2ccc(OCCN3CCOCC3)cc2F)cc2cnccc12,2.8,5.8
E-0016134,Cc1cc(-c2cc3cnccc3c(C)c2N)ccc1OCCN1CCCCC1,3.2,3.6
E-0016141,Cc1ncnc(-c2ccc(OCCN3CCCCC3)cc2)c1N,1.2,87.6
E-0016142,CCNCCOc1ccc(-c2cc3cnccc3c(C)c2N)cc1,1.1,10.4
E-0016143,Cn1cc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)cn1,4.0,1.1
E-0016144,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-n3ccnc3)ccc21,3.7,1.1
E-0016145,Cn1ncc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)n1,4.0,0.9
E-0016147,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)o1,3.6,2.5
E-0016148,Cc1cnn(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)c1,4.4,0.4
E-0016155,Cc1nnc(-c2ccc3c(c2)cc(C(=O)N2CCC(Nc4ccncc4)CC2)n3C)s1,1.4,17.7
E-0016159,Cc1nnc(-c2ccc3nc(C(=O)NC4CCN(c5ccncc5Cl)CC4)[nH]c3c2)s1,3.7,1.8
E-0016160,Cc1nnc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3c2)s1,0.8,46.8
E-0016161,Cc1nnc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5Cl)CC4)cc3c2)s1,3.1,5.6
E-0016162,Cc1nnc(-c2ccn3nc(C(=O)N4CCC(Oc5cncc(Cl)c5)CC4)cc3c2)s1,3.0,1.6
E-0016163,Cc1nnc(-c2ccn3ncc(C(=O)NC4CCN(c5ccncc5)CC4)c3c2)s1,1.1,37.9
E-0016164,Cc1nnc(-c2ccn3ncc(C(=O)NC4CCN(c5ccncc5Cl)CC4)c3c2)s1,3.2,4.5
E-0016166,Cc1nnc(-c2ccc3c(cc(C(=O)NC4CCN(c5ccncc5Cl)CC4)n3C)n2)s1,3.5,3.0
E-0016167,Cc1ccc2c(n1)[nH]c1cc(OCCN3CCCCC3)ccc12,2.6,3.2
E-0016171,CN(Cc1nc2ccc(CO)cc2n1C)C(=O)c1cn(C)c2ncccc12,1.0,30.5
E-0016172,CN(Cc1nc2ccc(CO)cc2[nH]1)C(=O)c1c[nH]c2ncccc12,1.1,32.0
E-0016173,Cn1ccc2[nH]c3cc(OCCN4CCCCC4)ccc3c2c1=O,0.7,43.5
E-0016177,Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)cnc32)c1=O,1.0,43.2
E-0016178,CO[C@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,1.9,4.9
E-0016179,CO[C@@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,1.8,2.6
E-0016181,CC1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,2.0,5.3
E-0016182,CC(C)n1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,2.3,6.3
E-0016184,CC(C)Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,2.7,3.0
E-0016185,Cn1ccc2c([nH]c3cc(OCCN4CC5(COC5)C4)ccc32)c1=O,1.0,11.8
E-0016187,Cn1ccc2c([nH]c3cc(OCCN4CCC(C)(C)CC4)ccc32)c1=O,2.3,3.0
E-0016189,Cc1c(N)c(-c2ccc(OCCN3CC4CCC(C3)O4)cc2)cc2cnccc12,3.6,3.3
E-0016211,Nc1c(-c2ccc(OCCN3CCCCC3)cc2)ccc2cccnc12,2.9,4.2
E-0016217,Cc1c(N)c(-c2ccc(OCC3CN(C)C3)cc2)cc2cnccc12,1.2,23.7
E-0016223,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3cn[nH]c3)ccc21,1.8,13.0
E-0016226,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3ccccn3)ccc21,2.2,5.8
E-0016227,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3cccnc3)ccc21,2.3,5.4
E-0016228,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3cncnc3)ccc21,1.7,12.6
E-0016242,COCCn1ccc2c([nH]c3c(C#CC4CNC4)c(F)ccc32)c1=O,1.1,7.3
E-0016243,c1cnc2c(c1)[nH]c1cccc(OCCN3CCCCC3)c12,1.3,24.2
E-0016244,COc1cc2[nH]c3cc(OCCN4CCCCC4)ccc3c2cn1,2.3,7.3
E-0016245,Cn1ccc2c([nH]c3c(C#CC4CCNCC4)c(F)ccc32)c1=O,1.0,1.7
E-0016247,c1cnn(-c2ccc3c(c2)OCc2nc(N[C@@H]4C[C@H]5CC[C@@H](C4)N5)ccc2-3)c1,1.5,2.1
E-0016250,COC1CN(Cc2ccc3c(c2)OC[C@H](C(=O)N(C)Cc2cn(C)c4ccccc24)O3)C1,2.2,4.1
E-0016252,COC1CN(Cc2ccc3c(c2)O[C@H](C(=O)N(C)Cc2cn(C)c4ccccc24)CO3)C1,2.1,4.6
E-0016253,C[C@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,2.1,5.1
E-0016254,C[C@@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,2.1,2.2
E-0016255,C[C@H]1CCCCN1CCc1cccc2c1[nH]c1c(=O)n(C)ccc12,1.8,7.0
E-0016256,C[C@@H]1CCCCN1CCc1cccc2c1[nH]c1c(=O)n(C)ccc12,1.8,4.7
E-0016258,Cc1c(N)c(-c2ccc(OCCN3C4CCC3COC4)cc2)cc2cnccc12,2.9,9.5
E-0016259,Cc1c(N)c(-c2ccc(OCCN3C4COCC3C4)cc2)cc2cnccc12,2.1,12.5
E-0016262,C[C@H](COc1ccc(-c2cc3cnccc3c(Cl)c2N)cc1)N1CCOCC1,3.6,2.3
E-0016274,C#Cc1cc(-c2ccc(C(=O)NCCOC)cc2)cc2cnccc12,3.5,0.8
E-0016285,Cc1c(N)c(-c2ccc(OCCN3CC4(CCO4)C3)cc2)cc2cnccc12,2.4,12.2
E-0016287,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-n3ccnc3)ccc21,1.8,17.9
E-0016288,Cn1cnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)c1,1.6,22.2
E-0016292,Cc1csc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)n1,2.8,4.5
E-0016293,Cc1nc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)cs1,2.5,4.8
E-0016310,Cc1nnc(-c2cnc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)s1,1.3,35.3
E-0016311,NC(=O)c1nccc2c1[nH]c1cc(OCCN3CCCCC3)ccc12,1.9,5.6
E-0016312,c1cc2[nH]c3cc(OCCN4CCCCC4)ccc3c2cn1,1.3,11.5
E-0016313,Cn1c2cnccc2c2ccc(OCCN3CCCCC3)cc21,1.9,8.2
E-0016314,Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)cc(F)c32)c1=O,2.1,5.2
E-0016315,Cc1ccc2c(c1)[nH]c1cc(OCCN3CCCCC3)ccc12,3.1,1.3
E-0016316,Cc1cccc(Nc2cccc(OCCN3CCCCC3)c2)c1,2.7,2.0
E-0016317,c1cnn(-c2ccc3c(c2)OCc2nc(N[C@H]4C[C@H]5CC[C@@H](C4)N5)ccc2-3)c1,1.6,2.6
E-0016318,Cn1ccc2c([nH]c3c(CCC4CNC4)c(F)ccc32)c1=O,0.2,6.9
E-0016319,Cn1ccc2c([nH]c3c(C#CC4(C)CNC4)c(F)ccc32)c1=O,1.4,23.0
E-0016320,Cn1ccc2c([nH]c3c(C(=O)CC4(C)CNC4)c(F)ccc32)c1=O,-0.2,2.5
E-0016321,Cn1ccc2c([nH]c3cc(C(=O)NCCN4CCCCC4)ccc32)c1=O,1.0,25.0
E-0016322,CNC(=O)/C=C/c1ccc(-c2ncc(N(C)[C@@H]3C[C@H]4CC[C@@H](C3)N4)nn2)c(O)c1,1.2,22.5
E-0016325,CS(=O)(=O)c1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1Cl,1.4,44.1
E-0016326,Cc1c(N)c(-c2ccc(OCCN3CC4CC(C3)O4)cc2)cc2cnccc12,2.6,8.3
E-0016327,Cc1c(N)c(-c2ccc(OCCN3CCCC3=O)cc2)cc2cnccc12,2.8,5.2
E-0016358,COc1cnccc1N1CCC(NC(=O)c2cc3cc(-c4nnc(C)s4)ccc3n2C)CC1,3.2,4.2
E-0016360,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4C)CC2)n3C)s1,3.5,4.0
E-0016373,Cc1nnc(-c2ccc3cc(C(=O)NC4CCN(c5ccncc5)CC4)cn3c2)s1,1.5,30.6
E-0016375,CNC(=O)/C=C/c1ccc(-c2cnc(N(C)[C@@H]3C[C@H]4CC[C@@H](C3)N4)nn2)c(O)c1,2.7,21.1
E-0016376,CN1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1=O,1.5,7.9
E-0016377,COC(=O)N1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,0.9,3.6
E-0016378,COCCNCCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,0.7,7.6
E-0016379,Cn1ccc2c([nH]c3cc(OCCN4CCCCC4(C)C)ccc32)c1=O,1.4,7.8
E-0016380,CN(C)C1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,0.1,21.9
E-0016382,Cn1ccc2c([nH]c3nc(OCCN4CCCCC4)cnc32)c1=O,0.0,52.1
E-0016392,Cn1ccc2c([nH]c3cc(NCCCCN4CCCCC4)ccc32)c1=O,0.6,18.7
E-0016402,Cc1cccc(-c2ccc(OCCN3CCCCC3)c(F)c2)c1N,2.6,11.7
E-0016406,Cc1c(N)c(-c2ccc(OCCN3CCCC3)c(F)c2)cc2cnccc12,2.1,12.0
E-0016448,O=c1c2[nH]c3c(CCN4CCCCC4)cccc3c2ccn1CC(F)(F)F,2.3,3.1
E-0016450,Cn1ccc2c([nH]c3cc(OCCN4CCC4)ccc32)c1=O,0.7,22.9
E-0016452,Cn1ccc2c([nH]c3cc(OCCN4CC5CCC(C4)N5)ccc32)c1=O,0.2,15.2
E-0016453,Cn1ccc2c([nH]c3cc(OCCN4C5CCC4CNC5)ccc32)c1=O,0.2,16.5
E-0016454,Cn1ccc2c([nH]c3cc(OCCN4CCNC5(CC5)C4)ccc32)c1=O,0.9,17.3
E-0016455,Cn1ccc2c([nH]c3c(F)c(OCCN4CCCCC4)ccc32)c1=O,1.4,12.2
E-0016460,Cn1ccc2c([nH]c3c(CCC4(C)CCNCC4)c(F)ccc32)c1=O,1.2,0.9
E-0016461,Cn1ccc2c([nH]c3cc(OCCN4CCNCC4)c(F)cc32)c1=O,0.0,21.8
E-0016462,CC(=O)N1CCN(CCOc2cc3[nH]c4c(=O)n(C)ccc4c3cc2F)CC1,1.3,5.6
E-0016463,Cn1ccc2c([nH]c3cc(OCCN4CCOCC4)cnc32)c1=O,1.1,49.9
E-0016467,N#Cc1nn(-c2ccc(OCCN3CCCCC3)cc2)c2cccnc12,2.0,29.5
E-0016472,Cc1c(OCCN2CCOCC2)ccc(-c2ccc3ccncc3n2)c1N,2.7,12.7
E-0016477,Cc1c(N)c(-c2ccc(OC[C@@H](C)N(C)C)c(F)c2)cc2cnccc12,2.1,23.3
E-0016483,CCN(C)CCOc1ccc(-c2cnc3c(C#N)cnn3c2)cc1,1.2,48.1
E-0016499,CNC(=O)c1ccc2nc(C)cc(Sc3cccc(OC)c3)c2c1,3.7,1.0
E-0016511,Cc1cc(N2CCC(NC(=O)c3cc4cc(-c5nnc(C)s5)ccn4n3)CC2)ccn1,0.8,46.8
E-0016513,Cc1nnc(-c2ccc3nc(C(=O)NC4CCN(c5ccncc5)CC4)cn3c2)s1,0.6,56.4
E-0016517,C[C@H](COc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12)N1CCCCC1,1.1,10.5
E-0016518,C[C@@H](COc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12)N1CCCCC1,1.1,11.1
E-0016520,Cn1ccc(-c2ccc3c(c2)cc(CN2CCCCC2)n3C)cc1=O,2.0,9.3
E-0016522,C[C@H](CN1CCCCC1)Oc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,1.3,11.7
E-0016526,Cc1cn(C)c(=O)c2[nH]c3cc(NCCN4CCCCC4)ccc3c12,1.2,9.6
E-0016527,CN1CCN(CCOc2cc3[nH]c4c(=O)n(C)ccc4c3cc2F)CC1,0.9,12.9
E-0016528,CN1CCN(CCOc2ccc3c([nH]c4c(=O)n(C)ccc43)c2F)CC1,0.8,28.0
E-0016531,COC1CCN(CCOc2cnc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,0.9,35.5
E-0016534,Cc1cn(C)c(=O)c2[nH]c3cc(N(C)CCN4CCCCC4)ccc3c12,1.9,4.6
E-0016540,N#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)ccc12,2.5,7.5
E-0016542,CNC(=O)c1ccc(-c2cc3cnccc3c(C)c2NC)cc1,2.9,12.6
E-0016543,CNc1c(-c2ccc(C(N)=O)c(F)c2)cc2cnccc2c1C,2.7,13.6
E-0016549,Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,2.4,28.4
E-0016551,N#Cc1cc2ncc(-c3ccc(OCCN4CCCCC4)cc3)cn2n1,2.1,12.1
E-0016565,O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-c3nnc(C4CC4)s3)ccn2n1,1.7,21.5
E-0016571,Cc1nnc(-c2ccn3nc(C(=O)NC4CN(c5ccncc5)C4)cc3c2)s1,0.5,51.0
E-0016603,Cc1c(N)c(-c2ccc(OC[C@H](C)N3CC[C@H](F)C3)cc2)cc2cnccc12,3.1,2.3
E-0016609,CNc1c(-c2ccc(-c3c[nH]cn3)cc2)cc2cnccc2c1C,3.5,2.2
